v1_brain	v2_blood	v3_connective	v4_reproductive	v5_muscular	v6_alimentary	v7_liver	v8_lung	v9_urinary	v10_endo/exo-crine
13.5	13	6.4	10.9	7.8	10.1	21.1	39.1	19.2	31.1
55.7	-1	-1	15	-1	-1	21.1	19.6	-1	-1
12.7	-1	3.2	-1	-1	-1	-1	-1	-1	-1
49	39.1	125.3	69.8	54.7	30.2	31.7	63.5	9.6	116.5
-1	10.4	77.1	32.8	-1	-1	-1	4.9	-1	15.5
27.9	41.7	22.5	41	78.1	75.5	31.7	53.8	48	23.3
-1	106.9	22.5	2.7	7.8	5	10.6	14.7	-1	7.8
2.5	-1	-1	-1	-1	-1	-1	-1	-1	-1
2.5	-1	-1	-1	-1	-1	-1	-1	-1	-1
52.3	75.6	54.6	35.6	124.9	5	10.6	53.8	-1	66
592.7	206	170.3	183.3	195.2	654	21.1	107.5	268.9	50.5
5.1	-1	-1	19.2	-1	-1	-1	-1	-1	-1
51.5	99.1	173.5	119	31.2	120.7	42.2	146.6	220.9	73.8
28.7	36.5	61	36.9	109.3	45.3	31.7	24.4	67.2	46.6
51.5	13	163.8	91.7	31.2	161	190	156.4	316.9	116.5
22	5.2	28.9	20.5	7.8	342.1	-1	39.1	57.6	46.6
69.2	73	45	61.6	39	15.1	63.3	34.2	67.2	19.4
820.6	659.7	1118	1013.7	929.2	397.4	232.2	488.8	192	497
56.6	93.9	54.6	78	46.8	70.4	21.1	83.1	57.6	128.1
49	112.1	112.4	73.9	156.2	226.4	63.3	830.9	86.4	81.5
2.5	-1	-1	41	-1	-1	-1	-1	-1	-1
5.9	-1	32.1	19.2	23.4	5	10.6	44	9.6	7.8
-1	-1	-1	20.5	-1	15.1	-1	-1	-1	-1
81	349.4	70.7	127.2	54.7	155.9	95	68.4	153.6	201.9
0.8	2.6	-1	-1	23.4	-1	147.8	-1	28.8	-1
70.1	23.5	28.9	31.5	-1	5	-1	-1	-1	27.2
1.7	-1	-1	5.5	-1	5	-1	4.9	28.8	-1
27	28.7	6.4	72.5	54.7	20.1	52.8	73.3	19.2	77.7
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
-1	-1	-1	6.8	-1	-1	-1	-1	-1	-1
51.5	36.5	28.9	46.5	23.4	90.5	84.4	24.4	48	81.5
-1	-1	-1	10.9	-1	-1	-1	-1	-1	-1
18.6	15.6	-1	2.7	15.6	5	-1	24.4	76.8	3.9
0.8	23.5	-1	1.4	15.6	15.1	21.1	4.9	-1	-1
50.7	-1	16.1	17.8	23.4	-1	-1	-1	9.6	-1
-1	-1	-1	6.8	-1	-1	-1	-1	-1	-1
48.1	70.4	9.6	20.5	15.6	55.3	-1	24.4	28.8	15.5
2.5	26.1	-1	32.8	-1	65.4	-1	9.8	9.6	54.4
54	70.4	86.7	132.7	804.2	25.2	221.7	19.6	28.8	116.5
7.6	7.8	276.3	1.4	-1	166	-1	4.9	-1	-1
0.8	5.2	-1	17.8	7.8	80.5	-1	68.4	-1	3.9
18.6	245.1	250.6	10.9	78.1	15.1	-1	92.9	-1	11.6
0.8	-1	90	2.7	-1	-1	-1	4.9	-1	-1
14.4	15.6	28.9	13.7	-1	5	10.6	-1	-1	11.6
5.1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
31.2	78.2	6.4	39.7	85.9	30.2	63.3	29.3	28.8	3.9
-1	-1	28.9	5.5	117.1	-1	-1	-1	-1	-1
11	2.6	3.2	-1	-1	-1	-1	9.8	-1	-1
23.6	7.8	-1	1.4	-1	10.1	10.6	19.6	-1	15.5
6.8	2.6	-1	2.7	-1	10.1	-1	9.8	19.2	3.9
5.9	44.3	19.3	32.8	124.9	40.2	21.1	19.6	48	31.1
38	13	6.4	28.7	15.6	20.1	-1	48.9	9.6	7.8
7.6	-1	6.4	9.6	7.8	40.2	-1	9.8	9.6	27.2
77.7	-1	-1	6.8	23.4	-1	10.6	-1	19.2	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	9.6	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
3.4	-1	6.4	27.4	-1	5	-1	-1	-1	-1
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	6.8	-1	-1	-1	-1	-1	-1
-1	-1	-1	8.2	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
4.2	-1	-1	23.3	-1	-1	-1	29.3	-1	-1
0.8	-1	-1	5.5	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
5.9	-1	6.4	88.9	-1	-1	-1	44	-1	11.6
9.3	5.2	12.9	9.6	-1	5	10.6	4.9	9.6	7.8
-1	-1	-1	6.8	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
0.8	-1	-1	21.9	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
81	88.7	73.9	84.8	93.7	40.2	10.6	68.4	76.8	31.1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
0.8	-1	-1	4.1	-1	-1	-1	-1	-1	-1
0.8	-1	3.2	57.5	-1	-1	10.6	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
65	96.5	106	78	54.7	140.9	-1	48.9	9.6	31.1
2.5	-1	-1	49.2	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	23.3	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	3.2	2.7	-1	-1	-1	-1	-1	-1
1.7	2.6	-1	17.8	-1	-1	-1	-1	-1	-1
0.8	-1	3.2	5.5	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	6.8	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
47.3	5.2	9.6	54.7	-1	-1	-1	-1	28.8	15.5
2.5	-1	-1	6.8	-1	-1	-1	-1	-1	-1
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
-1	-1	-1	8.2	-1	-1	-1	-1	-1	-1
-1	2.6	-1	2.7	-1	-1	-1	4.9	9.6	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
4.2	-1	3.2	15	-1	25.2	-1	14.7	19.2	3.9
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
19.4	-1	3.2	16.4	7.8	30.2	63.3	-1	1459.6	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
18.6	2.6	3.2	19.2	-1	-1	-1	9.8	9.6	3.9
0.8	2.6	-1	42.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
20.3	10.4	3.2	21.9	7.8	30.2	-1	14.7	67.2	31.1
-1	-1	-1	6.8	-1	-1	-1	-1	-1	-1
-1	-1	-1	6.8	-1	-1	-1	-1	-1	-1
10.1	-1	-1	72.5	7.8	35.2	-1	4.9	19.2	31.1
-1	-1	-1	5.5	-1	-1	-1	-1	-1	-1
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
54.9	23.5	32.1	47.9	7.8	10.1	42.2	14.7	67.2	15.5
3.4	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	5.5	-1	-1	-1	-1	-1	-1
31.2	7.8	67.5	36.9	46.8	55.3	-1	44	134.4	104.8
7.6	-1	-1	-1	-1	-1	-1	-1	-1	-1
7.6	20.9	3.2	30.1	-1	20.1	10.6	53.8	-1	7.8
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
36.3	26.1	16.1	26	23.4	5	21.1	29.3	-1	27.2
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
46.4	15.6	16.1	41	15.6	70.4	52.8	24.4	86.4	77.7
48.1	41.7	57.8	65.7	78.1	60.4	10.6	44	38.4	15.5
-1	-1	-1	-1	-1	-1	-1	-1	28.8	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	-1	-1	-1	-1	-1	-1	19.2	-1
-1	2.6	-1	-1	-1	5	-1	-1	-1	-1
16	-1	-1	-1	-1	-1	10.6	-1	153.6	-1
0.8	-1	-1	-1	-1	-1	-1	9.8	-1	-1
5.1	15.6	-1	13.7	-1	15.1	-1	4.9	9.6	15.5
8.4	7.8	-1	4.1	15.6	-1	-1	-1	-1	3.9
-1	31.3	3.2	-1	-1	-1	-1	4.9	-1	-1
21.1	5.2	12.9	17.8	-1	-1	-1	-1	9.6	-1
-1	-1	-1	13.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	19.2	-1	-1	-1	-1	-1	-1
21.1	-1	16.1	27.4	7.8	20.1	-1	19.6	9.6	11.6
11.8	-1	3.2	-1	-1	-1	-1	-1	9.6	-1
49	93.9	35.3	65.7	23.4	15.1	31.7	48.9	48	46.6
55.7	26.1	41.8	17.8	23.4	10.1	-1	48.9	28.8	38.8
2.5	-1	-1	2.7	-1	-1	-1	-1	-1	-1
43.1	-1	9.6	19.2	7.8	5	-1	9.8	-1	38.8
1.7	-1	-1	4.1	-1	-1	-1	-1	-1	-1
27	23.5	25.7	45.1	15.6	20.1	42.2	34.2	57.6	23.3
2.5	-1	-1	13.7	-1	-1	10.6	-1	-1	-1
0.8	-1	-1	4.1	-1	-1	-1	-1	-1	-1
425.5	2.6	9.6	8.2	7.8	15.1	-1	34.2	-1	23.3
84.4	166.9	38.6	39.7	31.2	140.9	147.8	48.9	57.6	108.7
74.3	-1	-1	2.7	15.6	-1	-1	-1	-1	7.8
85.3	60	28.9	53.4	54.7	60.4	95	44	57.6	101
-1	179.9	12.9	2.7	-1	10.1	-1	4.9	-1	-1
11.8	23.5	3.2	32.8	117.1	-1	-1	19.6	-1	7.8
10.1	7.8	6.4	6.8	15.6	25.2	10.6	127.1	9.6	23.3
15.2	15.6	38.6	32.8	23.4	45.3	-1	73.3	9.6	15.5
14.4	26.1	35.3	23.3	15.6	60.4	42.2	48.9	9.6	7.8
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
2.5	7.8	19.3	4.1	31.2	10.1	10.6	-1	-1	62.1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	19.2	-1
96.2	33.9	57.8	109.4	23.4	45.3	-1	29.3	38.4	77.7
44.7	20.9	67.5	31.5	15.6	20.1	21.1	29.3	-1	7.8
11.8	-1	6.4	5.5	-1	15.1	147.8	-1	633.8	23.3
1.7	5.2	16.1	-1	-1	10.1	-1	4.9	9.6	-1
8.4	31.3	22.5	30.1	7.8	10.1	10.6	58.7	48	31.1
58.3	88.7	67.5	75.2	15.6	25.2	31.7	19.6	48	23.3
11.8	5.2	-1	2.7	7.8	5	-1	9.8	86.4	-1
108.1	73	356.6	79.3	85.9	422.6	73.9	210.2	144	155.3
52.3	211.2	205.6	80.7	31.2	422.6	95	268.8	105.6	42.7
11.8	2.6	12.9	5.5	-1	35.2	21.1	19.6	28.8	-1
1.7	-1	-1	-1	7.8	-1	-1	9.8	-1	-1
54.9	65.2	64.3	47.9	109.3	35.2	31.7	78.2	67.2	46.6
18.6	2.6	9.6	39.7	31.2	-1	-1	-1	-1	-1
0.8	10.4	-1	8.2	-1	5	-1	-1	-1	3.9
72.6	80.8	96.4	50.6	46.8	130.8	190	136.9	86.4	101
-1	-1	-1	-1	31.2	-1	-1	-1	-1	-1
4.2	13	9.6	8.2	-1	10.1	126.7	-1	288.1	66
3.4	-1	-1	4.1	-1	-1	-1	-1	-1	-1
4.2	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
4.2	-1	-1	93	7.8	-1	-1	-1	-1	50.5
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
6.8	2.6	51.4	10.9	23.4	-1	10.6	48.9	-1	15.5
43.1	36.5	32.1	64.3	31.2	55.3	10.6	39.1	48	42.7
5.1	26.1	-1	26	15.6	15.1	-1	34.2	-1	3.9
12.7	10.4	12.9	13.7	-1	-1	-1	19.6	48	27.2
36.3	41.7	6.4	10.9	-1	15.1	10.6	9.8	-1	27.2
47.3	31.3	54.6	143.6	93.7	55.3	73.9	19.6	38.4	19.4
-1	10.4	35.3	1.4	-1	40.2	-1	14.7	-1	3.9
26.2	52.2	9.6	17.8	15.6	30.2	10.6	73.3	19.2	11.6
27.9	28.7	16.1	17.8	-1	10.1	-1	9.8	-1	7.8
31.2	36.5	70.7	13.7	7.8	120.7	31.7	48.9	182.4	31.1
0.8	5.2	-1	2.7	-1	-1	42.2	4.9	28.8	15.5
1.7	-1	-1	4.1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	26	-1	-1	-1	-1	-1	-1
7.6	5.2	6.4	288.7	7.8	15.1	42.2	24.4	38.4	3.9
0.8	2.6	-1	27.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
12.7	-1	3.2	238	-1	-1	-1	-1	-1	-1
1.7	2.6	9.6	23.3	7.8	-1	-1	-1	-1	-1
39.7	23.5	28.9	20.5	31.2	10.1	10.6	14.7	38.4	15.5
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
33.8	109.5	51.4	56.1	31.2	20.1	116.1	24.4	38.4	38.8
11.8	-1	9.6	4.1	-1	5	10.6	4.9	38.4	15.5
-1	-1	-1	-1	-1	-1	-1	-1	9.6	-1
31.2	10.4	16.1	31.5	7.8	5	73.9	-1	134.4	34.9
32.9	31.3	51.4	26	70.3	25.2	31.7	48.9	38.4	23.3
8.4	-1	3.2	4.1	-1	-1	-1	4.9	19.2	23.3
0.8	2.6	6.4	21.9	-1	150.9	10.6	58.7	-1	27.2
-1	2.6	3.2	4.1	-1	-1	-1	-1	-1	-1
11	10.4	19.3	41	-1	15.1	-1	14.7	-1	15.5
86.1	5.2	35.3	43.8	23.4	10.1	10.6	44	96	50.5
-1	18.3	-1	-1	-1	-1	-1	9.8	-1	-1
-1	-1	-1	-1	-1	15.1	10.6	-1	9.6	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
11	13	25.7	16.4	31.2	15.1	10.6	19.6	28.8	27.2
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
90.3	2.6	9.6	17.8	7.8	10.1	10.6	14.7	9.6	31.1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	32.8	-1	-1	-1	-1	-1	-1
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
21.1	2.6	22.5	26	7.8	15.1	10.6	44	-1	3.9
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
-1	-1	-1	4.1	-1	-1	-1	-1	-1	3.9
2.5	-1	6.4	23.3	-1	-1	10.6	-1	9.6	-1
28.7	31.3	25.7	43.8	39	55.3	42.2	53.8	38.4	42.7
2.5	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
0.8	-1	-1	16.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
1.7	-1	-1	10.9	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
75.1	36.5	32.1	39.7	7.8	85.5	42.2	44	105.6	38.8
5.1	114.7	16.1	1.4	-1	5	-1	29.3	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
14.4	10.4	19.3	64.3	31.2	15.1	10.6	73.3	9.6	3.9
4.2	20.9	3.2	50.6	-1	10.1	52.8	-1	-1	3.9
43.1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2.5	13	6.4	2.7	-1	-1	-1	14.7	-1	-1
1.7	-1	-1	1.4	-1	10.1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
4.2	-1	6.4	20.5	-1	-1	-1	-1	-1	3.9
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	7.8	-1	-1	-1	-1	-1
1.7	-1	-1	19.2	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
-1	-1	-1	5.5	-1	-1	-1	-1	-1	-1
0.8	-1	-1	13.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
0.8	13	-1	9.6	-1	-1	-1	4.9	9.6	-1
32.9	5.2	3.2	5.5	31.2	10.1	-1	4.9	9.6	11.6
30.4	117.3	83.5	73.9	15.6	216.3	73.9	166.2	48	3.9
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5.9	31.3	6.4	49.2	-1	15.1	-1	9.8	-1	-1
11	-1	-1	5.5	15.6	20.1	-1	9.8	-1	7.8
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
16	-1	-1	6.8	-1	15.1	-1	9.8	9.6	46.6
139.3	164.3	86.7	41	78.1	115.7	63.3	58.7	547.3	198
138.5	114.7	48.2	73.9	31.2	75.5	63.3	53.8	38.4	73.8
-1	-1	-1	5.5	-1	181.1	200.6	-1	124.8	-1
-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
0.8	-1	-1	9.6	-1	-1	-1	-1	-1	-1
119	67.8	263.4	161.4	23.4	55.3	10.6	122.2	86.4	54.4
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	44.3	6.4	12.3	7.8	25.2	-1	4.9	9.6	27.2
31.2	36.5	45	41	23.4	40.2	52.8	24.4	38.4	58.2
0.8	-1	3.2	1.4	-1	-1	-1	-1	-1	-1
1.7	-1	-1	-1	-1	-1	-1	-1	9.6	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
11	20.9	16.1	9.6	7.8	15.1	-1	19.6	-1	23.3
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	5.2	-1	1.4	7.8	-1	-1	-1	-1	-1
14.4	-1	6.4	12.3	-1	5	31.7	14.7	19.2	15.5
0.8	-1	12.9	2.7	15.6	-1	-1	4.9	-1	-1
0.8	-1	-1	10.9	-1	-1	-1	-1	-1	15.5
12.7	23.5	57.8	24.6	15.6	30.2	21.1	156.4	76.8	27.2
7.6	20.9	6.4	13.7	-1	-1	-1	9.8	-1	7.8
1.7	-1	-1	2.7	-1	-1	-1	-1	-1	-1
0.8	-1	9.6	8.2	-1	60.4	10.6	9.8	-1	3.9
-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
5.1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	6.8	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
14.4	2.6	-1	8.2	-1	-1	-1	9.8	9.6	3.9
10.1	-1	-1	1.4	7.8	-1	-1	4.9	9.6	-1
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
-1	-1	-1	5.5	-1	-1	-1	-1	-1	-1
-1	-1	-1	9.6	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	5.2	-1	-1	-1	5	-1	-1	-1	-1
55.7	96.5	38.6	71.1	54.7	155.9	63.3	68.4	115.2	66
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
79.4	23.5	32.1	46.5	31.2	5	10.6	58.7	38.4	27.2
-1	-1	-1	1.4	-1	5	-1	-1	9.6	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	42.2	-1	-1	-1
14.4	5.2	61	8.2	7.8	10.1	31.7	39.1	67.2	15.5
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2.5	2.6	-1	9.6	54.7	55.3	-1	53.8	57.6	38.8
16.9	10.4	12.9	9.6	7.8	-1	-1	-1	9.6	-1
34.6	15.6	45	30.1	-1	25.2	42.2	29.3	48	46.6
10.1	5.2	-1	6.8	15.6	-1	-1	4.9	-1	15.5
-1	-1	-1	-1	-1	-1	-1	-1	28.8	-1
43.9	44.3	77.1	72.5	54.7	70.4	52.8	83.1	48	77.7
7.6	5.2	-1	6.8	-1	10.1	21.1	4.9	9.6	7.8
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	5.2	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
8.4	15.6	6.4	62.9	-1	85.5	126.7	34.2	873.8	15.5
2.5	5.2	-1	-1	-1	-1	-1	-1	-1	-1
4.2	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2.5	-1	-1	2.7	-1	-1	-1	-1	-1	-1
1.7	31.3	6.4	1.4	-1	-1	-1	4.9	-1	-1
0.8	2.6	3.2	2.7	-1	-1	232.2	4.9	48	38.8
35.5	36.5	32.1	45.1	70.3	65.4	21.1	73.3	67.2	73.8
7.6	-1	6.4	-1	-1	-1	-1	-1	-1	3.9
4.2	-1	-1	9.6	7.8	10.1	-1	9.8	38.4	-1
34.6	7.8	-1	16.4	46.8	-1	-1	4.9	9.6	23.3
3.4	-1	-1	4.1	-1	-1	-1	-1	9.6	-1
13.5	-1	-1	-1	-1	-1	-1	-1	-1	-1
104.7	78.2	86.7	320.1	46.8	115.7	42.2	205.3	86.4	116.5
46.4	46.9	61	60.2	62.5	45.3	21.1	48.9	57.6	58.2
92.9	2.6	16.1	9.6	-1	5	-1	9.8	9.6	69.9
21.1	-1	9.6	2.7	-1	-1	-1	-1	9.6	3.9
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
15.2	2.6	6.4	4.1	-1	15.1	-1	63.5	57.6	7.8
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
45.6	52.2	32.1	62.9	31.2	95.6	52.8	14.7	38.4	66
4.2	-1	-1	-1	-1	-1	-1	-1	-1	-1
38.8	151.2	64.3	67	62.5	196.2	42.2	78.2	67.2	108.7
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
10.1	23.5	32.1	50.6	335.7	20.1	116.1	63.5	67.2	73.8
17.7	20.9	1564.5	49.2	39	50.3	-1	-1	-1	11.6
13.5	5.2	-1	-1	-1	-1	-1	-1	-1	-1
23.6	7.8	28.9	5.5	23.4	15.1	-1	44	28.8	27.2
16.9	5.2	3.2	23.3	46.8	15.1	52.8	24.4	67.2	38.8
3.4	-1	-1	8.2	7.8	-1	-1	-1	-1	3.9
14.4	44.3	45	80.7	39	70.4	84.4	63.5	19.2	66
18.6	-1	6.4	23.3	15.6	-1	-1	19.6	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
26.2	13	41.8	10.9	1616.3	5	52.8	63.5	-1	42.7
21.1	31.3	19.3	26	46.8	50.3	42.2	24.4	9.6	38.8
13.5	13	-1	4.1	23.4	5	-1	-1	67.2	-1
-1	5.2	-1	-1	-1	-1	-1	-1	-1	11.6
4.2	2.6	-1	26	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	14.7	-1	-1
102.2	106.9	186.3	56.1	343.6	246.5	21.1	132	182.4	101
22	114.7	61	41	23.4	65.4	21.1	44	96	34.9
3.4	-1	3.2	16.4	7.8	-1	-1	14.7	19.2	3.9
10.1	5.2	-1	2.7	-1	5	10.6	-1	-1	3.9
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11.8	203.4	9.6	15	-1	5	10.6	-1	9.6	23.3
71.8	133	141.4	71.1	23.4	181.1	73.9	53.8	38.4	120.4
498.1	816.2	668.2	400.8	585.6	930.6	401.1	1363.6	528.1	644.6
38.8	23.5	22.5	42.4	31.2	45.3	42.2	9.8	57.6	15.5
89.5	36.5	70.7	67	85.9	60.4	21.1	48.9	38.4	34.9
55.7	49.5	51.4	60.2	15.6	65.4	52.8	44	86.4	104.8
37.1	54.8	141.4	303.7	31.2	145.9	-1	73.3	38.4	46.6
-1	-1	-1	-1	7.8	-1	-1	-1	-1	-1
81	7.8	16.1	46.5	15.6	-1	-1	19.6	76.8	62.1
25.3	2.6	32.1	43.8	54.7	10.1	42.2	19.6	38.4	42.7
10.1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	6.4	-1	39	-1	-1	-1	-1	11.6
1.7	-1	-1	6.8	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	7.8	-1	221.7	-1	-1	-1
17.7	31.3	38.6	30.1	-1	20.1	-1	-1	-1	34.9
5.1	10.4	6.4	2.7	-1	30.2	-1	48.9	-1	11.6
57.4	44.3	35.3	50.6	7.8	25.2	-1	14.7	48	15.5
10.1	18.3	12.9	15	15.6	5	21.1	19.6	28.8	38.8
47.3	49.5	32.1	47.9	101.5	65.4	52.8	34.2	67.2	31.1
134.2	2.6	32.1	56.1	70.3	140.9	10.6	215.1	105.6	93.2
18.6	-1	12.9	17.8	-1	-1	-1	9.8	9.6	-1
-1	-1	-1	-1	-1	-1	-1	19.6	-1	3.9
0.8	-1	-1	4.1	-1	-1	-1	4.9	-1	-1
68.4	39.1	28.9	90.3	31.2	65.4	21.1	14.7	48	143.7
132.6	219	106	95.8	124.9	181.1	200.6	146.6	528.1	101
