NCBI_UnigeneID	v1_brain	v2_blood	v3_connective	v4_reproductive	v5_muscular	v6_alimentary	v7_liver	v8_lung	v9_urinary	v10_endo/exo-crine
Hs.107101	30.4	31.3	25.7	39.7	31.2	20.1	-1	48.9	48	97.1
Hs.107110	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.107125	20.3	36.5	125.3	42.4	31.2	125.8	-1	19.6	48	159.2
Hs.107149	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.107153	11	18.3	6.4	28.7	7.8	5	-1	9.8	9.6	-1
Hs.107196	28.7	20.9	16.1	27.4	-1	15.1	-1	4.9	48	23.3
Hs.107284	38.8	2.6	-1	-1	-1	-1	-1	-1	-1	-1
Hs.10734	25.3	-1	-1	1.4	-1	-1	10.6	-1	28.8	3.9
Hs.107382	19.4	28.7	6.4	8.2	-1	15.1	10.6	9.8	-1	3.9
Hs.107384	11	10.4	6.4	4.1	-1	5	-1	4.9	9.6	3.9
Hs.107387	80.2	75.6	38.6	68.4	39	75.5	31.7	34.2	76.8	46.6
Hs.10739	-1	-1	-1	-1	-1	-1	42.2	-1	9.6	-1
Hs.1074	9.3	-1	9.6	1.4	124.9	20.1	-1	2443.8	9.6	-1
Hs.107410	43.9	54.8	25.7	42.4	23.4	-1	21.1	24.4	9.6	42.7
Hs.107418	39.7	7.8	22.5	5.5	23.4	-1	21.1	9.8	-1	46.6
Hs.107474	-1	-1	-1	-1	-1	-1	-1	9.8	-1	-1
Hs.107510	9.3	18.3	3.2	24.6	23.4	10.1	63.3	9.8	86.4	15.5
Hs.107527	13.5	5.2	6.4	78	-1	75.5	-1	19.6	105.6	7.8
Hs.1076	1.7	2.6	240.9	2.7	23.4	-1	-1	9.8	-1	-1
Hs.107622	12.7	10.4	16.1	9.6	23.4	10.1	10.6	29.3	28.8	19.4
Hs.107740	12.7	86.1	12.9	15	78.1	-1	-1	9.8	182.4	120.4
Hs.107801	-1	-1	-1	6.8	15.6	-1	-1	-1	9.6	15.5
Hs.107812	42.2	78.2	3.2	36.9	54.7	30.2	-1	19.6	182.4	120.4
Hs.10784	24.5	52.2	48.2	136.8	54.7	40.2	42.2	24.4	57.6	77.7
Hs.107845	40.5	52.2	57.8	64.3	15.6	90.5	10.6	68.4	48	42.7
Hs.107911	30.4	33.9	22.5	62.9	-1	10.1	73.9	44	48	38.8
Hs.107922	10.1	7.8	-1	6.8	7.8	-1	10.6	4.9	-1	3.9
Hs.107944	0.8	5.2	3.2	21.9	7.8	-1	-1	29.3	-1	-1
Hs.108002	36.3	41.7	16.1	64.3	15.6	10.1	-1	58.7	38.4	62.1
Hs.108029	197.6	216.4	115.7	192.9	101.5	161	31.7	215.1	182.4	139.8
Hs.108049	39.7	33.9	99.6	50.6	70.3	35.2	63.3	88	86.4	42.7
Hs.108080	543.7	367.7	234.5	659.4	187.4	1111.7	63.3	249.3	172.8	155.3
Hs.108104	273.5	268.6	218.5	296.9	234.2	191.2	42.2	180.8	144	163.1
Hs.108106	5.1	106.9	6.4	5.5	15.6	15.1	63.3	14.7	-1	11.6
Hs.108112	93.7	159.1	90	82.1	78.1	85.5	158.3	58.7	124.8	101
Hs.108219	8.4	2.6	3.2	10.9	39	20.1	-1	68.4	9.6	-1
Hs.108226	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.108268	-1	-1	-1	-1	-1	-1	211.1	-1	-1	15.5
Hs.108301	59.1	91.3	41.8	64.3	15.6	50.3	10.6	29.3	48	27.2
Hs.108332	58.3	96.5	51.4	102.6	101.5	70.4	73.9	97.8	57.6	132
Hs.108371	38	73	22.5	46.5	23.4	30.2	-1	39.1	19.2	31.1
Hs.108408	115.7	185.1	147.8	164.2	109.3	191.2	84.4	161.3	268.9	69.9
Hs.10842	358	367.7	269.9	165.5	249.9	201.2	253.3	132	144	275.7
Hs.10846	41.4	18.3	28.9	19.2	39	15.1	52.8	88	28.8	69.9
Hs.10848	27.9	49.5	61	52	23.4	55.3	31.7	29.3	76.8	46.6
Hs.108530	320	146	157.4	183.3	70.3	135.8	42.2	332.4	124.8	155.3
Hs.108614	363.9	60	99.6	58.8	78.1	130.8	21.1	48.9	48	116.5
Hs.10862	33.8	7.8	32.1	16.4	15.6	15.1	31.7	14.7	240.1	19.4
Hs.108957	20.3	60	266.6	64.3	164	10.1	295.6	44	67.2	58.2
Hs.108969	70.1	86.1	128.5	99.9	140.5	65.4	31.7	122.2	19.2	101
Hs.108973	38.8	44.3	51.4	39.7	31.2	25.2	-1	48.9	9.6	31.1
Hs.109	92.9	31.3	48.2	132.7	15.6	80.5	52.8	48.9	86.4	77.7
Hs.10903	84.4	138.2	54.6	71.1	39	60.4	-1	34.2	105.6	34.9
Hs.109051	54.9	169.5	147.8	38.3	39	135.8	42.2	102.6	19.2	112.6
Hs.109052	48.1	80.8	83.5	88.9	203	55.3	105.6	39.1	57.6	46.6
Hs.109059	12.7	10.4	12.9	42.4	101.5	15.1	-1	39.1	19.2	19.4
Hs.109087	34.6	65.2	38.6	19.2	-1	5	21.1	29.3	57.6	31.1
Hs.109154	-1	7.8	-1	1.4	-1	-1	-1	4.9	-1	-1
Hs.109212	16.9	15.6	6.4	2.7	-1	-1	-1	4.9	-1	-1
Hs.109225	30.4	164.3	215.2	35.6	31.2	30.2	-1	53.8	192	34.9
Hs.109358	29.5	-1	6.4	2.7	-1	90.5	10.6	4.9	-1	-1
Hs.10941	9.3	-1	16.1	16.4	7.8	10.1	52.8	-1	19.2	27.2
Hs.109437	14.4	-1	6.4	5.5	-1	20.1	-1	4.9	9.6	31.1
Hs.109439	217.8	174.7	83.5	127.2	85.9	80.5	21.1	107.5	38.4	31.1
Hs.109514	73.5	10.4	19.3	21.9	195.2	50.3	158.3	34.2	-1	34.9
Hs.109520	48.1	44.3	45	50.6	78.1	20.1	84.4	73.3	67.2	34.9
Hs.109540	29.5	33.9	38.6	13.7	15.6	15.1	-1	-1	38.4	19.4
Hs.109590	31.2	20.9	93.2	45.1	124.9	40.2	42.2	34.2	67.2	85.4
Hs.109620	-1	-1	-1	13.7	-1	-1	-1	-1	-1	-1
Hs.109655	18.6	10.4	22.5	58.8	31.2	35.2	137.2	58.7	48	27.2
Hs.109672	96.2	93.9	54.6	34.2	85.9	75.5	10.6	73.3	76.8	27.2
Hs.109731	20.3	5.2	32.1	26	39	20.1	-1	24.4	-1	3.9
Hs.109752	11	10.4	9.6	16.4	101.5	45.3	21.1	78.2	57.6	7.8
Hs.109760	27.9	23.5	35.3	56.1	288.9	40.2	116.1	44	38.4	31.1
Hs.109778	115.7	88.7	57.8	91.7	101.5	70.4	21.1	63.5	163.2	66
Hs.109929	27.9	52.2	38.6	30.1	15.6	30.2	31.7	29.3	48	27.2
Hs.109999	0.8	5.2	-1	10.9	101.5	5	-1	4.9	-1	-1
Hs.11	-1	31.3	-1	6.8	-1	-1	-1	-1	-1	-1
Hs.110014	0.8	-1	-1	-1	-1	130.8	-1	-1	-1	-1
Hs.110062	5.9	-1	-1	1.4	39	-1	10.6	-1	-1	-1
Hs.110069	11.8	-1	-1	13.7	-1	-1	10.6	-1	-1	11.6
Hs.110196	-1	-1	6.4	-1	70.3	-1	-1	4.9	-1	-1
Hs.110298	29.5	15.6	25.7	20.5	15.6	35.2	-1	9.8	28.8	11.6
Hs.110364	7.6	2.6	6.4	31.5	15.6	20.1	-1	44	28.8	62.1
Hs.110376	5.1	7.8	3.2	1.4	7.8	10.1	-1	-1	9.6	-1
Hs.11042	62.5	33.9	57.8	23.3	62.5	35.2	31.7	68.4	38.4	46.6
Hs.110445	79.4	26.1	54.6	79.3	85.9	60.4	63.3	78.2	9.6	124.3
Hs.110470	0.8	-1	-1	5.5	-1	-1	-1	-1	-1	-1
Hs.110477	6.8	-1	9.6	12.3	46.8	10.1	10.6	4.9	28.8	11.6
Hs.110488	13.5	75.6	83.5	120.4	39	40.2	-1	24.4	19.2	46.6
Hs.110489	15.2	5.2	3.2	16.4	-1	-1	31.7	4.9	19.2	11.6
Hs.110524	-1	-1	-1	-1	-1	-1	-1	4.9	86.4	-1
Hs.110571	74.3	96.5	54.6	38.3	62.5	65.4	84.4	249.3	153.6	89.3
Hs.110637	2.5	-1	-1	23.3	-1	25.2	-1	-1	124.8	-1
Hs.110642	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.11067	150.3	18.3	12.9	72.5	-1	50.3	10.6	73.3	28.8	85.4
Hs.110675	394.3	190.4	382.3	311.9	171.8	372.3	950	376.3	672.2	349.5
Hs.110695	58.3	70.4	118.9	86.2	195.2	30.2	105.6	132	96	104.8
Hs.110702	84.4	54.8	25.7	54.7	15.6	15.1	21.1	102.6	28.8	42.7
Hs.110757	55.7	60	19.3	30.1	7.8	40.2	42.2	39.1	38.4	62.1
Hs.110837	4642.6	86.1	6.4	210.7	-1	75.5	-1	34.2	19.2	644.6
Hs.110839	20.3	15.6	38.6	38.3	23.4	30.2	-1	19.6	48	15.5
Hs.110849	17.7	15.6	16.1	32.8	62.5	50.3	-1	9.8	105.6	7.8
Hs.110853	10.1	36.5	16.1	41	54.7	20.1	10.6	53.8	105.6	15.5
Hs.110915	1.7	-1	3.2	-1	-1	30.2	21.1	4.9	38.4	7.8
Hs.111	13.5	-1	3.2	2.7	7.8	5	-1	-1	57.6	7.8
Hs.111024	56.6	46.9	54.6	45.1	31.2	65.4	21.1	4.9	48	101
Hs.11108	42.2	20.9	45	26	62.5	90.5	42.2	29.3	57.6	66
Hs.111099	24.5	15.6	16.1	97.1	101.5	15.1	-1	14.7	105.6	50.5
Hs.11110	13.5	13	6.4	10.9	7.8	10.1	21.1	39.1	19.2	31.1
Hs.111164	55.7	-1	-1	15	-1	-1	21.1	19.6	-1	-1
Hs.111227	12.7	-1	3.2	-1	-1	-1	-1	-1	-1	-1
Hs.11125	49	39.1	125.3	69.8	54.7	30.2	31.7	63.5	9.6	116.5
Hs.111256	-1	10.4	77.1	32.8	-1	-1	-1	4.9	-1	15.5
Hs.111286	27.9	41.7	22.5	41	78.1	75.5	31.7	53.8	48	23.3
Hs.111377	-1	106.9	22.5	2.7	7.8	5	10.6	14.7	-1	7.8
Hs.111539	2.5	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.111541	2.5	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.111554	52.3	75.6	54.6	35.6	124.9	5	10.6	53.8	-1	66
Hs.111577	592.7	206	170.3	183.3	195.2	654	21.1	107.5	268.9	50.5
Hs.111591	5.1	-1	-1	19.2	-1	-1	-1	-1	-1	-1
Hs.1116	51.5	99.1	173.5	119	31.2	120.7	42.2	146.6	220.9	73.8
Hs.111632	28.7	36.5	61	36.9	109.3	45.3	31.7	24.4	67.2	46.6
Hs.11169	51.5	13	163.8	91.7	31.2	161	190	156.4	316.9	116.5
Hs.111732	22	5.2	28.9	20.5	7.8	342.1	-1	39.1	57.6	46.6
Hs.111749	69.2	73	45	61.6	39	15.1	63.3	34.2	67.2	19.4
Hs.111779	820.6	659.7	1118	1013.7	929.2	397.4	232.2	488.8	192	497
Hs.111801	56.6	93.9	54.6	78	46.8	70.4	21.1	83.1	57.6	128.1
Hs.11184	49	112.1	112.4	73.9	156.2	226.4	63.3	830.9	86.4	81.5
Hs.111850	2.5	-1	-1	41	-1	-1	-1	-1	-1	-1
Hs.111867	5.9	-1	32.1	19.2	23.4	5	10.6	44	9.6	7.8
Hs.111902	-1	-1	-1	20.5	-1	15.1	-1	-1	-1	-1
Hs.111903	81	349.4	70.7	127.2	54.7	155.9	95	68.4	153.6	201.9
Hs.111944	0.8	2.6	-1	-1	23.4	-1	147.8	-1	28.8	-1
Hs.112023	70.1	23.5	28.9	31.5	-1	5	-1	-1	-1	27.2
Hs.112050	1.7	-1	-1	5.5	-1	5	-1	4.9	28.8	-1
Hs.112058	27	28.7	6.4	72.5	54.7	20.1	52.8	73.3	19.2	77.7
Hs.112061	-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
Hs.112087	-1	-1	-1	6.8	-1	-1	-1	-1	-1	-1
Hs.112143	51.5	36.5	28.9	46.5	23.4	90.5	84.4	24.4	48	81.5
Hs.112148	-1	-1	-1	10.9	-1	-1	-1	-1	-1	-1
Hs.112158	18.6	15.6	-1	2.7	15.6	5	-1	24.4	76.8	3.9
Hs.112160	0.8	23.5	-1	1.4	15.6	15.1	21.1	4.9	-1	-1
Hs.112195	50.7	-1	16.1	17.8	23.4	-1	-1	-1	9.6	-1
Hs.112208	-1	-1	-1	6.8	-1	-1	-1	-1	-1	-1
Hs.112218	48.1	70.4	9.6	20.5	15.6	55.3	-1	24.4	28.8	15.5
Hs.112242	2.5	26.1	-1	32.8	-1	65.4	-1	9.8	9.6	54.4
Hs.112318	54	70.4	86.7	132.7	804.2	25.2	221.7	19.6	28.8	116.5
Hs.112341	7.6	7.8	276.3	1.4	-1	166	-1	4.9	-1	-1
Hs.112377	0.8	5.2	-1	17.8	7.8	80.5	-1	68.4	-1	3.9
Hs.112405	18.6	245.1	250.6	10.9	78.1	15.1	-1	92.9	-1	11.6
Hs.112408	0.8	-1	90	2.7	-1	-1	-1	4.9	-1	-1
Hs.112423	14.4	15.6	28.9	13.7	-1	5	10.6	-1	-1	11.6
Hs.112432	5.1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.112444	31.2	78.2	6.4	39.7	85.9	30.2	63.3	29.3	28.8	3.9
Hs.112457	-1	-1	28.9	5.5	117.1	-1	-1	-1	-1	-1
Hs.112482	11	2.6	3.2	-1	-1	-1	-1	9.8	-1	-1
Hs.112499	23.6	7.8	-1	1.4	-1	10.1	10.6	19.6	-1	15.5
Hs.112529	6.8	2.6	-1	2.7	-1	10.1	-1	9.8	19.2	3.9
Hs.112553	5.9	44.3	19.3	32.8	124.9	40.2	21.1	19.6	48	31.1
Hs.112556	38	13	6.4	28.7	15.6	20.1	-1	48.9	9.6	7.8
Hs.112569	7.6	-1	6.4	9.6	7.8	40.2	-1	9.8	9.6	27.2
Hs.112577	77.7	-1	-1	6.8	23.4	-1	10.6	-1	19.2	-1
Hs.112582	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.112586	-1	-1	-1	2.7	-1	-1	-1	-1	9.6	-1
Hs.112590	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.112595	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.112596	3.4	-1	6.4	27.4	-1	5	-1	-1	-1	-1
Hs.112603	-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
Hs.112611	-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
Hs.112621	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.112622	-1	-1	-1	6.8	-1	-1	-1	-1	-1	-1
Hs.112623	-1	-1	-1	8.2	-1	-1	-1	-1	-1	-1
Hs.112624	-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.112645	4.2	-1	-1	23.3	-1	-1	-1	29.3	-1	-1
Hs.112651	0.8	-1	-1	5.5	-1	-1	-1	-1	-1	-1
Hs.112662	-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.112667	5.9	-1	6.4	88.9	-1	-1	-1	44	-1	11.6
Hs.112668	9.3	5.2	12.9	9.6	-1	5	10.6	4.9	9.6	7.8
Hs.112674	-1	-1	-1	6.8	-1	-1	-1	-1	-1	-1
Hs.112679	-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.112680	0.8	-1	-1	21.9	-1	-1	-1	-1	-1	-1
Hs.112699	-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.112715	-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.112720	-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.112728	81	88.7	73.9	84.8	93.7	40.2	10.6	68.4	76.8	31.1
Hs.112731	-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.112740	0.8	-1	-1	4.1	-1	-1	-1	-1	-1	-1
Hs.112743	0.8	-1	3.2	57.5	-1	-1	10.6	-1	-1	-1
Hs.112745	-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.112750	-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.112751	65	96.5	106	78	54.7	140.9	-1	48.9	9.6	31.1
Hs.112761	2.5	-1	-1	49.2	-1	-1	-1	-1	-1	-1
Hs.112782	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.112788	-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.112789	-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.112790	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.112791	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.112794	-1	-1	-1	23.3	-1	-1	-1	-1	-1	-1
Hs.112795	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.112799	-1	-1	3.2	2.7	-1	-1	-1	-1	-1	-1
Hs.112804	1.7	2.6	-1	17.8	-1	-1	-1	-1	-1	-1
Hs.112808	0.8	-1	3.2	5.5	-1	-1	-1	-1	-1	-1
Hs.112825	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.112858	-1	-1	-1	6.8	-1	-1	-1	-1	-1	-1
Hs.112862	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.112873	47.3	5.2	9.6	54.7	-1	-1	-1	-1	28.8	15.5
Hs.112877	2.5	-1	-1	6.8	-1	-1	-1	-1	-1	-1
Hs.112880	-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
Hs.112889	-1	-1	-1	8.2	-1	-1	-1	-1	-1	-1
Hs.112890	-1	2.6	-1	2.7	-1	-1	-1	4.9	9.6	-1
Hs.112893	-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.112895	4.2	-1	3.2	15	-1	25.2	-1	14.7	19.2	3.9
Hs.112910	-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.112916	19.4	-1	3.2	16.4	7.8	30.2	63.3	-1	1459.6	-1
Hs.112924	-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.112925	18.6	2.6	3.2	19.2	-1	-1	-1	9.8	9.6	3.9
Hs.112930	0.8	2.6	-1	42.4	-1	-1	-1	-1	-1	-1
Hs.112932	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.112933	20.3	10.4	3.2	21.9	7.8	30.2	-1	14.7	67.2	31.1
Hs.112943	-1	-1	-1	6.8	-1	-1	-1	-1	-1	-1
Hs.112948	-1	-1	-1	6.8	-1	-1	-1	-1	-1	-1
Hs.112949	10.1	-1	-1	72.5	7.8	35.2	-1	4.9	19.2	31.1
Hs.112950	-1	-1	-1	5.5	-1	-1	-1	-1	-1	-1
Hs.112954	-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
Hs.112955	54.9	23.5	32.1	47.9	7.8	10.1	42.2	14.7	67.2	15.5
Hs.112968	3.4	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.112969	-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.112970	-1	-1	-1	5.5	-1	-1	-1	-1	-1	-1
Hs.112981	31.2	7.8	67.5	36.9	46.8	55.3	-1	44	134.4	104.8
Hs.112998	7.6	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.113094	7.6	20.9	3.2	30.1	-1	20.1	10.6	53.8	-1	7.8
Hs.113095	0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.113139	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.11314	36.3	26.1	16.1	26	23.4	5	21.1	29.3	-1	27.2
Hs.113140	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.113150	46.4	15.6	16.1	41	15.6	70.4	52.8	24.4	86.4	77.7
Hs.113157	48.1	41.7	57.8	65.7	78.1	60.4	10.6	44	38.4	15.5
Hs.113170	-1	-1	-1	-1	-1	-1	-1	-1	28.8	-1
Hs.113211	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.113216	1.7	-1	-1	-1	-1	-1	-1	-1	19.2	-1
Hs.113222	-1	2.6	-1	-1	-1	5	-1	-1	-1	-1
Hs.113227	16	-1	-1	-1	-1	-1	10.6	-1	153.6	-1
Hs.113253	0.8	-1	-1	-1	-1	-1	-1	9.8	-1	-1
Hs.113265	5.1	15.6	-1	13.7	-1	15.1	-1	4.9	9.6	15.5
Hs.113275	8.4	7.8	-1	4.1	15.6	-1	-1	-1	-1	3.9
Hs.113277	-1	31.3	3.2	-1	-1	-1	-1	4.9	-1	-1
Hs.113287	21.1	5.2	12.9	17.8	-1	-1	-1	-1	9.6	-1
Hs.113290	-1	-1	-1	13.7	-1	-1	-1	-1	-1	-1
Hs.113291	-1	-1	-1	19.2	-1	-1	-1	-1	-1	-1
Hs.113314	21.1	-1	16.1	27.4	7.8	20.1	-1	19.6	9.6	11.6
Hs.113418	11.8	-1	3.2	-1	-1	-1	-1	-1	9.6	-1
Hs.11355	49	93.9	35.3	65.7	23.4	15.1	31.7	48.9	48	46.6
Hs.113577	55.7	26.1	41.8	17.8	23.4	10.1	-1	48.9	28.8	38.8
Hs.113631	2.5	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.113684	43.1	-1	9.6	19.2	7.8	5	-1	9.8	-1	38.8
Hs.113689	1.7	-1	-1	4.1	-1	-1	-1	-1	-1	-1
Hs.113823	27	23.5	25.7	45.1	15.6	20.1	42.2	34.2	57.6	23.3
Hs.113824	2.5	-1	-1	13.7	-1	-1	10.6	-1	-1	-1
Hs.113871	0.8	-1	-1	4.1	-1	-1	-1	-1	-1	-1
Hs.113874	425.5	2.6	9.6	8.2	7.8	15.1	-1	34.2	-1	23.3
Hs.113876	84.4	166.9	38.6	39.7	31.2	140.9	147.8	48.9	57.6	108.7
Hs.113882	74.3	-1	-1	2.7	15.6	-1	-1	-1	-1	7.8
Hs.113912	85.3	60	28.9	53.4	54.7	60.4	95	44	57.6	101
Hs.113916	-1	179.9	12.9	2.7	-1	10.1	-1	4.9	-1	-1
Hs.113919	11.8	23.5	3.2	32.8	117.1	-1	-1	19.6	-1	7.8
Hs.11392	10.1	7.8	6.4	6.8	15.6	25.2	10.6	127.1	9.6	23.3
Hs.113940	15.2	15.6	38.6	32.8	23.4	45.3	-1	73.3	9.6	15.5
Hs.114033	14.4	26.1	35.3	23.3	15.6	60.4	42.2	48.9	9.6	7.8
Hs.114035	0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.114062	2.5	7.8	19.3	4.1	31.2	10.1	10.6	-1	-1	62.1
Hs.114070	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.114076	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.114084	-1	-1	-1	-1	-1	-1	-1	-1	19.2	-1
Hs.114111	96.2	33.9	57.8	109.4	23.4	45.3	-1	29.3	38.4	77.7
Hs.11417	44.7	20.9	67.5	31.5	15.6	20.1	21.1	29.3	-1	7.8
Hs.114172	11.8	-1	6.4	5.5	-1	15.1	147.8	-1	633.8	23.3
Hs.114180	1.7	5.2	16.1	-1	-1	10.1	-1	4.9	9.6	-1
Hs.114191	8.4	31.3	22.5	30.1	7.8	10.1	10.6	58.7	48	31.1
Hs.114198	58.3	88.7	67.5	75.2	15.6	25.2	31.7	19.6	48	23.3
Hs.114246	11.8	5.2	-1	2.7	7.8	5	-1	9.8	86.4	-1
Hs.114286	108.1	73	356.6	79.3	85.9	422.6	73.9	210.2	144	155.3
Hs.114309	52.3	211.2	205.6	80.7	31.2	422.6	95	268.8	105.6	42.7
Hs.114322	11.8	2.6	12.9	5.5	-1	35.2	21.1	19.6	28.8	-1
Hs.1144	1.7	-1	-1	-1	7.8	-1	-1	9.8	-1	-1
Hs.114412	54.9	65.2	64.3	47.9	109.3	35.2	31.7	78.2	67.2	46.6
Hs.114449	18.6	2.6	9.6	39.7	31.2	-1	-1	-1	-1	-1
Hs.114545	0.8	10.4	-1	8.2	-1	5	-1	-1	-1	3.9
Hs.11463	72.6	80.8	96.4	50.6	46.8	130.8	190	136.9	86.4	101
Hs.114646	-1	-1	-1	-1	31.2	-1	-1	-1	-1	-1
Hs.114648	4.2	13	9.6	8.2	-1	10.1	126.7	-1	288.1	66
Hs.114761	3.4	-1	-1	4.1	-1	-1	-1	-1	-1	-1
Hs.114762	4.2	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.114777	-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
Hs.1149	4.2	-1	-1	93	7.8	-1	-1	-1	-1	50.5
Hs.114914	-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
Hs.114948	6.8	2.6	51.4	10.9	23.4	-1	10.6	48.9	-1	15.5
Hs.115088	43.1	36.5	32.1	64.3	31.2	55.3	10.6	39.1	48	42.7
Hs.115099	5.1	26.1	-1	26	15.6	15.1	-1	34.2	-1	3.9
Hs.115140	12.7	10.4	12.9	13.7	-1	-1	-1	19.6	48	27.2
Hs.115232	36.3	41.7	6.4	10.9	-1	15.1	10.6	9.8	-1	27.2
Hs.115242	47.3	31.3	54.6	143.6	93.7	55.3	73.9	19.6	38.4	19.4
Hs.115263	-1	10.4	35.3	1.4	-1	40.2	-1	14.7	-1	3.9
Hs.115277	26.2	52.2	9.6	17.8	15.6	30.2	10.6	73.3	19.2	11.6
Hs.115284	27.9	28.7	16.1	17.8	-1	10.1	-1	9.8	-1	7.8
Hs.115325	31.2	36.5	70.7	13.7	7.8	120.7	31.7	48.9	182.4	31.1
Hs.115329	0.8	5.2	-1	2.7	-1	-1	42.2	4.9	28.8	15.5
Hs.115365	1.7	-1	-1	4.1	-1	-1	-1	-1	-1	-1
Hs.115366	0.8	-1	-1	26	-1	-1	-1	-1	-1	-1
Hs.1154	7.6	5.2	6.4	288.7	7.8	15.1	42.2	24.4	38.4	3.9
Hs.115429	0.8	2.6	-1	27.4	-1	-1	-1	-1	-1	-1
Hs.115440	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.115460	12.7	-1	3.2	238	-1	-1	-1	-1	-1	-1
Hs.115461	1.7	2.6	9.6	23.3	7.8	-1	-1	-1	-1	-1
Hs.115467	39.7	23.5	28.9	20.5	31.2	10.1	10.6	14.7	38.4	15.5
Hs.115473	-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.115474	33.8	109.5	51.4	56.1	31.2	20.1	116.1	24.4	38.4	38.8
Hs.115497	11.8	-1	9.6	4.1	-1	5	10.6	4.9	38.4	15.5
Hs.115519	-1	-1	-1	-1	-1	-1	-1	-1	9.6	-1
Hs.115617	31.2	10.4	16.1	31.5	7.8	5	73.9	-1	134.4	34.9
Hs.115792	32.9	31.3	51.4	26	70.3	25.2	31.7	48.9	38.4	23.3
Hs.115830	8.4	-1	3.2	4.1	-1	-1	-1	4.9	19.2	23.3
Hs.115838	0.8	2.6	6.4	21.9	-1	150.9	10.6	58.7	-1	27.2
Hs.115881	-1	2.6	3.2	4.1	-1	-1	-1	-1	-1	-1
Hs.115896	11	10.4	19.3	41	-1	15.1	-1	14.7	-1	15.5
Hs.11590	86.1	5.2	35.3	43.8	23.4	10.1	10.6	44	96	50.5
Hs.11594	-1	18.3	-1	-1	-1	-1	-1	9.8	-1	-1
Hs.115959	-1	-1	-1	-1	-1	15.1	10.6	-1	9.6	-1
Hs.116006	-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.116014	11	13	25.7	16.4	31.2	15.1	10.6	19.6	28.8	27.2
Hs.116075	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
